User_ID,Age,Gender,Country,Education,Days_Since_Registration,Avg_Session_Duration,Num_Sessions_Last_Week,Device_Type,Pages_Visited,Course_Interest_Level,Clicked_Email_Ad,Viewed_Trial_Course,Previous_Purchases,Target_Purchased,Target_Time_Next_Week (min)
6090,53,Female,USA,High School,798,8.6,11,Mobile,177,1,Yes,No,4,Yes,179
6091,35,Male,UK,High School,755,9.4,11,Desktop,183,1,Yes,No,0,No,127
6092,31,Female,USA,PhD,632,14.1,8,Tablet,96,4,No,No,4,Yes,260
6093,55,Female,India,High School,958,6.3,11,Mobile,157,3,Yes,Yes,3,Yes,217
6094,42,Male,USA,Bachelors,227,9.7,8,Tablet,60,2,No,Yes,2,No,141
6095,33,Female,Brazil,Bachelors,192,18.0,4,Tablet,43,1,Yes,No,3,Yes,95
6096,35,Male,UK,Bachelors,752,15.3,11,Mobile,135,5,No,No,0,Yes,288
6097,18,Female,USA,High School,956,1.0,2,Mobile,57,2,Yes,Yes,4,Yes,127
6098,57,Male,Germany,High School,99,5.3,5,Mobile,165,1,No,Yes,1,No,96
6099,18,Female,India,Masters,344,22.8,9,Tablet,66,3,Yes,Yes,1,Yes,213
6100,18,Female,India,Masters,243,17.9,0,Mobile,109,1,Yes,No,2,No,70
6101,38,Male,USA,High School,20,9.1,13,Desktop,199,5,No,Yes,4,No,319
6102,42,Male,Brazil,Bachelors,359,4.6,9,Desktop,73,3,No,Yes,1,Yes,173
6103,44,Male,India,High School,433,5.8,7,Mobile,136,5,Yes,No,3,Yes,243
6104,27,Male,USA,PhD,1000,14.5,9,Desktop,63,5,Yes,No,1,No,275
6105,29,Male,USA,PhD,611,21.9,3,Mobile,149,5,No,No,0,Yes,232
6106,45,Male,India,Bachelors,487,21.6,1,Tablet,154,5,Yes,No,4,Yes,187
6107,49,Male,USA,PhD,330,4.1,10,Desktop,170,5,No,No,1,Yes,298
6108,50,Male,USA,High School,185,10.5,3,Desktop,35,3,No,No,1,No,145
6109,25,Male,Canada,High School,335,7.7,13,Desktop,53,4,Yes,Yes,0,No,277
6110,59,Female,Germany,Masters,506,12.7,0,Desktop,184,3,No,Yes,1,No,101
6111,43,Male,USA,PhD,463,5.3,9,Desktop,117,4,Yes,Yes,2,No,220
6112,59,Female,Canada,PhD,995,9.3,14,Tablet,114,3,No,No,4,No,259
6113,58,Male,Canada,PhD,3,7.7,9,Desktop,42,5,No,Yes,1,No,296
6114,19,Male,USA,PhD,669,14.6,12,Mobile,53,3,Yes,No,3,Yes,231
6115,52,Female,Brazil,Bachelors,175,9.4,7,Desktop,104,3,No,Yes,1,Yes,211
6116,51,Female,India,Bachelors,1000,10.1,14,Mobile,159,4,No,Yes,2,Yes,290
6117,23,Male,Canada,High School,298,14.6,5,Mobile,27,3,Yes,No,3,Yes,211
6118,48,Female,Canada,PhD,118,20.2,0,Tablet,88,3,No,Yes,2,Yes,123
6119,40,Male,Brazil,Masters,789,22.6,12,Desktop,31,1,No,No,0,Yes,148
6120,29,Female,UK,High School,642,14.3,0,Tablet,85,5,Yes,No,3,No,179
6121,45,Male,Brazil,High School,206,11.6,1,Desktop,146,5,No,Yes,3,No,218
6122,32,Female,UK,Bachelors,1059,18.6,6,Desktop,135,1,No,Yes,2,No,104
6123,36,Male,UK,High School,30,17.8,1,Tablet,108,3,No,No,2,No,147
6124,29,Female,Brazil,Masters,942,16.4,2,Tablet,31,2,Yes,No,0,No,96
6125,19,Male,Germany,PhD,823,4.1,11,Mobile,194,3,No,No,3,No,276
6126,28,Female,Brazil,High School,257,18.0,10,Mobile,18,5,Yes,Yes,3,No,277
6127,54,Male,Canada,Masters,182,13.8,8,Mobile,176,3,No,Yes,3,Yes,206
6128,55,Male,India,Bachelors,208,7.5,0,Tablet,29,2,Yes,No,3,Yes,86
6129,42,Male,Brazil,Bachelors,879,8.6,8,Desktop,193,1,No,Yes,0,No,156
6130,38,Female,Germany,PhD,342,14.9,5,Mobile,56,5,Yes,Yes,1,Yes,216
6131,59,Female,Brazil,High School,378,1.0,14,Tablet,144,2,Yes,No,3,Yes,220
6132,53,Female,Germany,Masters,411,11.4,8,Mobile,166,2,No,Yes,4,No,152
6133,26,Female,India,Bachelors,383,8.7,11,Desktop,27,2,Yes,Yes,0,No,201
6134,29,Female,USA,Masters,837,8.2,9,Tablet,151,4,Yes,No,1,No,211
6135,27,Male,Germany,Bachelors,571,9.7,10,Tablet,124,1,Yes,No,2,Yes,161
6136,22,Female,Germany,Bachelors,369,4.6,7,Desktop,5,5,No,Yes,1,Yes,262
6137,50,Male,Canada,PhD,280,17.3,6,Tablet,197,1,No,No,2,No,108
6138,22,Male,Germany,Masters,72,1.4,9,Tablet,130,4,Yes,Yes,4,No,255
6139,33,Male,India,Masters,623,12.8,6,Tablet,137,5,Yes,No,0,Yes,267
6140,54,Male,UK,Masters,505,7.8,5,Mobile,189,3,Yes,No,1,No,187
6141,54,Male,Germany,Bachelors,950,21.9,12,Desktop,154,1,No,No,2,No,182
6142,46,Female,India,PhD,106,12.1,10,Mobile,175,4,No,No,3,No,255
6143,35,Male,Canada,Masters,159,1.4,13,Desktop,6,3,No,Yes,4,No,267
6144,46,Female,Canada,High School,14,14.7,7,Tablet,139,4,Yes,Yes,4,Yes,224
6145,23,Male,USA,Masters,5,6.5,8,Desktop,116,5,No,Yes,0,Yes,262
6146,35,Male,Germany,Bachelors,1019,16.9,7,Tablet,25,1,Yes,Yes,0,No,104
6147,49,Female,UK,PhD,211,15.1,8,Tablet,75,4,Yes,No,0,No,258
6148,59,Female,India,Masters,327,19.4,4,Desktop,63,5,No,No,0,No,224
6149,48,Male,USA,Masters,858,12.9,2,Tablet,13,4,Yes,Yes,3,No,144
6150,28,Male,UK,Masters,466,16.1,3,Mobile,124,2,Yes,No,4,Yes,127
6151,43,Male,USA,High School,746,12.2,3,Desktop,172,1,No,No,3,No,91
6152,45,Female,UK,Bachelors,177,9.1,8,Desktop,77,2,Yes,Yes,0,No,176
6153,44,Female,Brazil,High School,132,17.3,8,Desktop,119,4,Yes,Yes,1,Yes,222
6154,36,Male,Brazil,High School,777,5.8,0,Tablet,181,3,No,Yes,2,No,134
6155,44,Female,Brazil,Bachelors,416,11.8,13,Mobile,144,5,Yes,No,1,Yes,328
6156,37,Female,USA,Bachelors,344,9.2,14,Desktop,104,3,Yes,Yes,4,Yes,254
6157,20,Female,Brazil,Masters,485,16.2,12,Tablet,77,3,No,Yes,4,Yes,277
6158,33,Female,India,Bachelors,578,7.3,14,Mobile,142,2,Yes,Yes,3,Yes,215
6159,56,Female,India,Masters,345,10.0,4,Tablet,117,5,Yes,Yes,2,Yes,221
6160,46,Female,Brazil,High School,475,12.2,1,Tablet,78,4,Yes,No,0,No,154
6161,32,Female,UK,Masters,525,19.4,4,Mobile,21,4,No,No,0,No,160
6162,47,Male,UK,Bachelors,46,9.3,10,Tablet,8,4,Yes,No,1,No,251
6163,57,Female,USA,Masters,981,10.0,4,Mobile,68,4,Yes,No,2,No,194
6164,18,Female,UK,High School,23,5.3,2,Desktop,148,2,No,Yes,3,No,130
6165,46,Male,Germany,Bachelors,67,7.1,3,Desktop,53,5,Yes,Yes,0,Yes,206
6166,47,Female,UK,Bachelors,626,14.1,6,Mobile,104,4,No,No,4,Yes,265
6167,57,Female,India,PhD,206,12.2,9,Tablet,159,1,No,No,0,No,178
6168,49,Female,Canada,Masters,258,12.2,12,Desktop,10,4,Yes,No,2,Yes,276
6169,27,Female,UK,Masters,546,20.7,3,Mobile,108,2,Yes,No,4,Yes,151
6170,44,Male,USA,Masters,808,3.6,2,Mobile,13,1,No,Yes,3,Yes,64
6171,25,Female,UK,High School,253,23.6,9,Tablet,62,3,No,Yes,0,No,189
6172,53,Male,USA,High School,153,17.9,3,Tablet,36,2,No,No,4,No,118
6173,59,Female,Germany,Bachelors,77,10.4,10,Desktop,170,4,Yes,Yes,3,Yes,286
6174,52,Female,Brazil,Bachelors,703,14.0,1,Desktop,34,5,No,No,2,No,201
6175,53,Female,Germany,High School,540,8.6,0,Desktop,49,5,Yes,Yes,3,No,184
6176,53,Female,India,Masters,725,13.6,4,Tablet,118,1,No,Yes,3,No,82
6177,42,Male,Canada,Masters,369,22.7,8,Desktop,161,2,Yes,No,4,Yes,139
6178,37,Male,Germany,High School,568,8.8,8,Mobile,154,1,No,Yes,0,Yes,174
6179,34,Male,Germany,Masters,624,10.8,0,Mobile,35,1,No,No,4,Yes,95
6180,40,Male,India,High School,155,8.2,11,Desktop,132,5,No,No,1,Yes,292
6181,42,Male,India,Masters,794,9.0,0,Tablet,21,2,Yes,No,4,No,62
6182,48,Female,Brazil,Masters,271,10.0,7,Desktop,117,5,Yes,Yes,4,Yes,242
6183,23,Male,Brazil,PhD,562,6.5,6,Mobile,129,2,No,Yes,0,Yes,173
6184,52,Male,UK,Bachelors,1092,10.7,6,Desktop,58,5,No,No,2,No,265
6185,21,Female,USA,Masters,132,12.3,13,Mobile,83,2,No,Yes,1,Yes,247
6186,57,Male,India,Masters,845,10.0,8,Tablet,51,3,Yes,No,0,No,183
6187,37,Female,Germany,High School,265,1.0,11,Mobile,164,5,Yes,Yes,0,No,302
6188,58,Male,Germany,PhD,220,11.2,4,Desktop,160,3,No,No,3,Yes,182
6189,18,Female,Brazil,PhD,899,11.8,7,Tablet,143,1,Yes,No,1,No,161
6190,43,Male,USA,High School,937,21.5,6,Tablet,171,5,No,No,3,No,239
6191,51,Female,India,High School,989,12.1,13,Tablet,149,1,No,No,3,Yes,215
6192,27,Male,Brazil,High School,289,16.7,1,Desktop,80,5,Yes,Yes,0,Yes,189
6193,40,Male,USA,Masters,751,9.9,1,Mobile,119,1,Yes,No,2,No,94
6194,41,Female,India,High School,320,18.5,12,Desktop,119,4,No,No,0,Yes,306
6195,30,Female,Germany,Bachelors,318,7.3,3,Mobile,171,2,Yes,No,4,Yes,113
6196,46,Female,Germany,High School,487,14.5,0,Tablet,157,1,No,Yes,2,Yes,26
6197,44,Male,Brazil,Masters,588,16.2,9,Mobile,30,2,No,No,1,No,162
6198,48,Female,USA,Bachelors,39,15.5,4,Tablet,72,1,Yes,No,2,No,87
6199,27,Male,Germany,Masters,943,22.8,4,Tablet,194,5,Yes,No,1,Yes,238
6200,48,Female,USA,Bachelors,105,9.1,0,Tablet,151,2,Yes,Yes,3,No,102
6201,56,Male,Brazil,Bachelors,507,19.1,4,Tablet,17,2,No,Yes,0,No,118
6202,27,Female,UK,Bachelors,570,17.8,3,Desktop,33,3,No,Yes,0,Yes,128
6203,41,Female,USA,Masters,329,12.2,11,Mobile,58,2,No,Yes,4,Yes,243
6204,50,Male,Canada,Bachelors,984,21.2,13,Desktop,77,2,Yes,No,0,Yes,212
6205,31,Female,USA,PhD,308,11.3,9,Tablet,174,2,Yes,No,2,No,174
6206,52,Female,Brazil,PhD,222,12.1,10,Mobile,194,1,No,Yes,4,No,159
6207,51,Female,Canada,Masters,656,12.0,4,Mobile,25,4,No,Yes,0,No,202
6208,34,Male,UK,PhD,1051,5.6,3,Mobile,13,2,Yes,Yes,4,No,89
6209,38,Male,Germany,Bachelors,673,15.8,8,Desktop,177,4,Yes,Yes,0,Yes,232
6210,49,Female,India,High School,151,15.0,8,Mobile,159,2,Yes,No,0,No,177
6211,20,Female,Brazil,High School,173,11.5,2,Mobile,52,5,Yes,No,3,Yes,233
6212,32,Male,India,Bachelors,723,20.8,2,Mobile,89,4,Yes,No,0,No,127
6213,25,Male,UK,PhD,979,9.8,2,Mobile,137,3,Yes,No,0,No,158
6214,49,Female,Canada,Bachelors,1046,3.4,6,Tablet,76,2,Yes,No,2,No,178
6215,55,Male,UK,High School,810,21.5,0,Mobile,19,5,No,Yes,1,No,169
6216,43,Female,USA,High School,877,17.1,12,Tablet,81,4,No,No,2,Yes,256
6217,47,Female,India,Masters,621,15.1,3,Mobile,101,5,No,Yes,4,Yes,199
6218,26,Male,India,High School,47,10.3,8,Mobile,176,3,No,Yes,4,Yes,224
6219,49,Male,UK,Masters,890,13.7,11,Desktop,127,3,No,Yes,0,No,216
6220,28,Male,Canada,PhD,840,5.7,7,Desktop,179,3,No,Yes,0,No,182
6221,39,Male,India,Bachelors,570,10.9,2,Desktop,36,3,Yes,No,3,No,180
6222,51,Male,Germany,Masters,538,7.5,7,Mobile,40,5,Yes,Yes,0,Yes,259
6223,58,Male,UK,Bachelors,44,13.3,5,Tablet,181,4,Yes,Yes,2,Yes,200
6224,35,Male,USA,Masters,597,16.6,9,Desktop,185,3,No,Yes,2,No,230
6225,36,Male,USA,PhD,22,6.8,12,Desktop,155,5,No,Yes,2,Yes,327
6226,35,Female,USA,PhD,226,15.6,13,Mobile,166,5,No,Yes,2,Yes,346
6227,54,Female,India,Masters,549,13.0,10,Desktop,150,4,No,No,1,Yes,264
6228,35,Male,UK,Masters,374,15.4,2,Mobile,144,5,No,Yes,2,Yes,230
6229,29,Female,USA,PhD,613,10.8,11,Tablet,91,1,Yes,No,2,No,203
6230,21,Female,UK,Bachelors,654,15.5,8,Mobile,130,4,No,No,4,Yes,236
6231,44,Female,India,PhD,1028,8.5,9,Tablet,134,5,Yes,Yes,4,Yes,245
6232,22,Female,Germany,Bachelors,24,3.6,12,Tablet,159,2,Yes,No,4,No,213
6233,23,Female,Germany,Masters,833,4.7,6,Mobile,182,2,Yes,No,0,No,162
6234,30,Male,Germany,Bachelors,539,9.5,7,Mobile,163,3,No,No,4,Yes,194
6235,40,Male,India,Masters,372,3.9,9,Tablet,180,4,Yes,No,0,No,228
6236,59,Male,USA,Bachelors,913,19.8,10,Desktop,90,5,Yes,Yes,4,Yes,278
6237,42,Male,India,Masters,1093,11.6,1,Mobile,73,5,Yes,No,2,Yes,193
6238,21,Male,UK,High School,758,16.6,12,Mobile,149,1,No,No,4,Yes,173
6239,49,Male,Germany,High School,786,15.9,2,Mobile,47,1,Yes,No,3,Yes,87
6240,32,Female,UK,PhD,1014,12.0,12,Tablet,150,3,No,No,0,No,243
6241,43,Male,India,PhD,40,29.7,6,Desktop,198,4,Yes,No,2,No,148
6242,59,Female,Brazil,Masters,1063,26.6,1,Mobile,35,3,No,Yes,2,Yes,171
6243,28,Male,Brazil,Bachelors,1080,19.0,5,Mobile,67,1,Yes,No,2,No,82
6244,26,Female,India,Masters,885,7.5,6,Desktop,32,1,Yes,Yes,4,Yes,120
6245,28,Female,USA,High School,745,19.2,10,Tablet,199,4,Yes,Yes,0,Yes,250
6246,19,Male,Canada,High School,566,3.3,10,Mobile,141,3,No,Yes,2,No,212
6247,44,Male,UK,Masters,302,19.0,5,Mobile,101,1,Yes,No,2,Yes,132
6248,43,Male,India,High School,962,1.0,4,Tablet,32,5,No,Yes,4,Yes,205
6249,25,Male,India,PhD,934,10.4,8,Mobile,150,2,No,No,2,No,163
6250,38,Female,Brazil,Masters,555,18.0,2,Tablet,147,1,No,No,2,No,49
6251,38,Male,Germany,PhD,4,13.9,4,Desktop,9,3,No,No,1,No,155
6252,25,Male,Germany,PhD,881,4.6,12,Desktop,45,1,Yes,Yes,4,No,139
6253,18,Female,Canada,PhD,410,12.9,4,Tablet,114,5,Yes,No,1,Yes,179
6254,55,Female,USA,High School,265,13.9,7,Tablet,80,2,Yes,Yes,1,Yes,152
6255,30,Male,USA,Bachelors,15,13.0,7,Tablet,121,2,No,Yes,4,No,132
6256,26,Male,Canada,Bachelors,88,10.0,0,Desktop,70,5,Yes,No,2,Yes,194
6257,45,Female,USA,Bachelors,99,16.3,13,Desktop,77,3,Yes,Yes,2,No,267
6258,23,Male,Brazil,PhD,1008,17.7,5,Mobile,115,5,No,No,0,No,245
6259,40,Female,India,Masters,217,11.2,11,Tablet,124,5,No,No,0,Yes,341
6260,53,Female,USA,PhD,410,19.6,5,Tablet,183,4,Yes,No,4,No,198
6261,34,Male,Brazil,PhD,191,11.2,14,Mobile,131,4,Yes,Yes,3,Yes,294
6262,26,Female,UK,Masters,617,9.6,10,Mobile,148,4,Yes,No,1,Yes,288
6263,29,Male,India,Bachelors,1051,18.8,9,Desktop,197,2,Yes,No,4,Yes,151
6264,39,Male,Canada,Bachelors,595,18.6,12,Mobile,61,2,Yes,No,2,Yes,257
6265,29,Male,UK,Bachelors,230,8.9,1,Mobile,169,1,Yes,Yes,1,No,49
6266,23,Female,Germany,PhD,800,8.2,4,Tablet,171,4,No,No,0,No,205
6267,26,Male,Germany,PhD,530,20.8,12,Mobile,69,3,No,No,1,Yes,256
6268,54,Male,India,High School,71,11.5,5,Tablet,181,3,Yes,Yes,0,No,210
6269,20,Female,USA,Bachelors,117,12.0,2,Tablet,51,4,Yes,Yes,4,No,184
6270,51,Male,India,PhD,100,10.7,0,Tablet,172,2,Yes,Yes,0,Yes,83
6271,25,Male,USA,High School,600,18.6,8,Mobile,146,5,Yes,No,4,Yes,281
6272,27,Male,Canada,PhD,860,22.7,1,Mobile,44,2,No,No,4,Yes,83
6273,58,Female,Germany,PhD,295,12.3,3,Tablet,52,1,Yes,No,2,No,88
6274,59,Female,India,Bachelors,1005,24.1,8,Desktop,164,4,No,Yes,3,No,255
6275,26,Male,India,Masters,634,9.2,8,Desktop,43,2,No,No,3,Yes,157
6276,31,Male,Canada,PhD,57,10.6,7,Tablet,105,5,No,Yes,3,Yes,247
6277,54,Male,USA,PhD,1037,15.4,13,Desktop,165,1,Yes,No,4,Yes,166
6278,44,Female,Germany,PhD,193,7.9,3,Mobile,162,2,Yes,No,4,Yes,142
6279,58,Male,Germany,Bachelors,994,15.3,0,Tablet,124,4,Yes,Yes,2,No,146
6280,49,Male,USA,PhD,1047,9.4,10,Mobile,158,5,No,No,2,Yes,290
6281,21,Male,Canada,High School,30,4.3,10,Desktop,47,2,No,No,0,Yes,211
6282,19,Female,USA,Bachelors,310,3.3,6,Desktop,187,4,No,No,0,No,219
6283,50,Female,Canada,High School,572,10.4,1,Mobile,48,4,No,No,4,Yes,140
6284,38,Female,USA,Bachelors,66,14.1,7,Desktop,82,2,Yes,No,3,Yes,147
6285,18,Female,Germany,PhD,166,5.2,13,Desktop,80,2,Yes,No,1,No,260
6286,28,Female,Germany,PhD,564,12.9,14,Mobile,112,2,Yes,Yes,2,Yes,236
6287,18,Male,India,High School,180,12.9,9,Mobile,135,5,No,Yes,1,Yes,290
6288,28,Male,Canada,High School,544,11.2,9,Mobile,11,2,Yes,Yes,1,No,183
6289,24,Male,Germany,Bachelors,726,7.4,13,Mobile,89,3,Yes,Yes,4,Yes,221
6290,19,Male,Canada,Bachelors,777,13.2,10,Desktop,62,2,No,Yes,0,Yes,182
6291,32,Female,Canada,Masters,1041,11.3,1,Mobile,95,1,Yes,Yes,3,No,79
6292,25,Female,UK,Masters,126,16.9,9,Tablet,142,3,No,No,1,Yes,193
6293,43,Male,UK,Masters,82,5.5,2,Desktop,14,1,No,No,2,No,70
6294,57,Female,USA,PhD,1064,12.6,14,Desktop,174,1,Yes,No,2,No,171
6295,59,Male,Canada,High School,971,5.6,5,Mobile,38,4,No,Yes,2,No,216
6296,52,Female,USA,High School,438,10.8,3,Desktop,158,5,No,Yes,1,Yes,207
6297,58,Male,USA,Masters,968,6.5,1,Mobile,64,3,No,No,0,Yes,136
6298,58,Male,India,Masters,530,7.4,0,Desktop,134,3,Yes,Yes,3,No,124
6299,38,Male,UK,Bachelors,934,12.0,2,Mobile,49,4,Yes,Yes,1,Yes,140
6300,55,Female,UK,Masters,734,9.2,3,Desktop,9,1,Yes,Yes,0,No,70
6301,25,Male,Germany,High School,557,19.3,8,Tablet,30,5,No,No,3,Yes,259
6302,49,Male,UK,Bachelors,241,17.9,8,Mobile,83,5,No,No,3,Yes,217
6303,25,Female,Germany,Masters,334,16.0,4,Mobile,157,4,Yes,No,3,Yes,181
6304,27,Male,Canada,PhD,48,15.9,11,Tablet,30,2,No,Yes,3,Yes,144
6305,40,Female,India,Masters,463,12.7,4,Mobile,96,5,No,Yes,3,No,246
6306,21,Female,USA,PhD,317,18.5,6,Desktop,89,2,Yes,Yes,0,No,129
6307,55,Female,USA,Masters,2,10.5,7,Desktop,26,4,No,No,3,No,255
6308,47,Male,Canada,Bachelors,372,22.6,2,Desktop,151,1,No,Yes,1,Yes,89
6309,58,Female,Germany,PhD,1034,7.3,14,Tablet,14,2,Yes,No,0,Yes,202
6310,40,Female,Brazil,PhD,588,6.4,11,Tablet,46,3,No,No,3,Yes,235
6311,22,Female,Canada,Bachelors,423,5.0,4,Desktop,163,2,No,No,0,Yes,167
6312,38,Male,Germany,PhD,833,5.9,6,Tablet,163,1,No,No,0,No,71
6313,23,Female,Canada,Bachelors,962,3.9,14,Mobile,103,2,No,No,2,No,227
6314,34,Male,India,Masters,727,13.1,10,Tablet,79,4,Yes,No,0,Yes,277
6315,42,Female,Canada,Bachelors,476,16.3,1,Mobile,85,2,Yes,No,2,No,109
6316,41,Female,Canada,Bachelors,245,12.2,8,Desktop,111,3,No,No,4,No,182
6317,39,Male,UK,Bachelors,692,5.1,2,Desktop,168,2,Yes,Yes,2,No,87
6318,30,Male,Germany,Bachelors,488,9.7,6,Desktop,198,4,Yes,No,4,Yes,193
6319,34,Male,India,High School,853,16.2,11,Tablet,36,2,No,Yes,4,No,188
6320,31,Female,USA,PhD,753,10.3,8,Desktop,71,5,No,Yes,4,Yes,264
6321,51,Female,Brazil,Masters,928,8.0,8,Tablet,124,1,No,Yes,2,No,138
6322,43,Male,Brazil,Bachelors,1029,4.4,2,Desktop,106,3,No,No,0,No,186
6323,36,Male,Germany,High School,217,9.9,1,Mobile,195,1,Yes,No,3,No,52
6324,43,Male,Canada,High School,959,8.5,10,Tablet,118,3,Yes,No,4,Yes,222
6325,20,Male,UK,Masters,310,11.6,13,Mobile,27,1,Yes,Yes,3,Yes,188
6326,19,Male,Canada,PhD,38,14.4,4,Mobile,54,3,No,No,0,No,152
6327,45,Female,Germany,Masters,905,10.6,4,Mobile,69,2,No,No,4,Yes,137
6328,19,Female,Brazil,Bachelors,1085,12.9,13,Desktop,176,1,Yes,Yes,4,Yes,188
6329,39,Male,Brazil,PhD,233,14.4,12,Mobile,190,3,No,Yes,4,Yes,274
6330,24,Male,Canada,PhD,513,5.9,7,Mobile,189,2,Yes,No,4,Yes,175
6331,21,Female,Canada,Masters,150,21.4,5,Mobile,169,3,Yes,Yes,2,No,179
6332,55,Male,Canada,Masters,215,8.3,11,Tablet,197,3,Yes,No,2,No,233
6333,56,Male,USA,PhD,399,14.6,6,Tablet,22,4,No,Yes,1,No,192
6334,37,Male,UK,Masters,1030,6.3,10,Tablet,120,4,Yes,No,3,Yes,265
6335,23,Male,UK,PhD,189,12.6,7,Tablet,137,1,No,No,3,Yes,106
6336,26,Female,Brazil,Masters,660,12.7,8,Tablet,103,2,No,Yes,1,No,110
6337,48,Male,Brazil,PhD,28,20.3,3,Tablet,122,5,Yes,No,2,No,216
6338,43,Female,Germany,Bachelors,677,10.8,4,Tablet,100,3,No,Yes,1,Yes,164
6339,53,Female,Germany,High School,135,18.5,3,Desktop,158,1,Yes,No,4,No,88
6340,43,Female,USA,Masters,305,13.5,8,Tablet,37,4,Yes,Yes,2,Yes,263
6341,45,Female,Brazil,PhD,495,21.3,11,Mobile,46,2,No,No,4,Yes,199
6342,22,Male,Germany,High School,724,3.1,1,Desktop,159,4,No,Yes,1,Yes,170
6343,27,Female,USA,High School,860,14.4,12,Tablet,186,3,Yes,Yes,3,Yes,267
6344,35,Male,UK,High School,391,1.0,14,Tablet,86,4,Yes,Yes,0,No,288
6345,32,Male,Brazil,Masters,1039,11.7,14,Mobile,83,4,No,No,0,Yes,326
6346,50,Female,India,Masters,599,17.1,7,Mobile,95,2,Yes,No,4,No,131
6347,22,Male,Brazil,Bachelors,919,19.2,10,Mobile,125,1,Yes,Yes,0,No,178
6348,54,Male,Germany,Masters,892,15.7,13,Desktop,28,3,Yes,No,4,Yes,243
6349,57,Female,Brazil,Masters,223,10.5,6,Desktop,130,3,Yes,Yes,1,No,175
6350,39,Female,India,Masters,828,14.7,14,Desktop,7,2,Yes,Yes,2,No,229
6351,39,Female,Brazil,High School,266,24.6,12,Desktop,171,1,No,Yes,3,No,194
6352,39,Male,Germany,Bachelors,253,12.4,6,Mobile,75,2,No,Yes,4,No,179
6353,32,Male,UK,High School,199,16.8,7,Mobile,144,2,Yes,Yes,2,No,139
6354,34,Female,Germany,Bachelors,1080,9.9,12,Mobile,37,4,No,Yes,2,Yes,244
6355,45,Female,USA,Masters,928,17.4,10,Mobile,26,1,Yes,No,4,Yes,146
6356,39,Male,Germany,PhD,407,16.5,10,Mobile,167,3,No,No,3,Yes,242
6357,38,Male,USA,Masters,486,8.9,0,Tablet,18,5,No,No,3,No,193
6358,59,Female,Brazil,High School,853,15.9,0,Mobile,158,3,Yes,Yes,2,No,128
6359,34,Male,USA,High School,363,16.1,6,Mobile,129,2,Yes,Yes,0,No,160
6360,22,Male,Canada,High School,212,15.7,1,Tablet,58,5,Yes,Yes,2,Yes,181
6361,35,Female,Brazil,Bachelors,701,11.8,11,Desktop,173,2,Yes,No,1,Yes,214
6362,34,Female,USA,High School,877,18.1,3,Mobile,177,5,No,No,4,No,172
6363,21,Male,Germany,PhD,614,7.3,11,Tablet,35,4,No,Yes,2,Yes,280
6364,24,Male,India,PhD,916,12.0,5,Tablet,73,2,Yes,No,3,Yes,175
6365,42,Male,Brazil,Masters,143,12.6,4,Tablet,103,5,Yes,No,1,Yes,252
6366,54,Male,USA,Bachelors,1094,17.9,4,Tablet,149,3,No,No,2,No,125
6367,57,Female,India,Bachelors,958,7.2,10,Desktop,192,4,No,Yes,4,Yes,286
6368,57,Male,USA,Masters,865,13.2,5,Desktop,100,2,No,Yes,4,No,129
6369,26,Female,USA,High School,60,9.5,9,Desktop,119,1,No,No,4,No,116
6370,36,Male,USA,High School,522,12.5,6,Mobile,136,4,Yes,Yes,3,Yes,242
6371,26,Female,Germany,Masters,309,14.0,1,Tablet,14,5,No,Yes,4,Yes,165
6372,40,Male,USA,Masters,341,5.6,11,Mobile,123,1,Yes,Yes,1,Yes,184
6373,48,Male,India,Masters,900,18.3,10,Tablet,105,1,Yes,Yes,0,Yes,143
6374,49,Female,Canada,Masters,762,14.1,3,Tablet,141,1,No,Yes,1,No,109
6375,48,Male,USA,Bachelors,240,7.7,6,Desktop,193,5,Yes,No,3,Yes,202
6376,34,Female,Canada,Bachelors,225,10.3,4,Desktop,154,4,No,No,3,No,173
6377,56,Female,UK,High School,279,19.5,10,Mobile,153,1,Yes,No,1,No,150
6378,39,Female,Brazil,Bachelors,429,14.1,13,Tablet,131,1,No,Yes,1,Yes,219
6379,52,Male,Germany,Bachelors,402,7.2,11,Tablet,27,5,No,Yes,1,Yes,320
6380,47,Male,UK,Bachelors,46,8.1,9,Mobile,65,2,No,Yes,3,Yes,188
6381,57,Male,UK,Masters,514,15.1,14,Desktop,144,2,No,Yes,4,Yes,198
6382,54,Female,India,Bachelors,1024,15.7,8,Tablet,99,4,No,Yes,3,Yes,230
6383,43,Male,India,High School,304,13.8,5,Tablet,126,1,No,Yes,4,Yes,93
6384,23,Male,Canada,Bachelors,152,10.5,12,Tablet,149,3,No,Yes,1,Yes,247
6385,51,Female,Canada,Masters,351,16.0,3,Desktop,108,2,No,No,4,Yes,100
6386,49,Female,Germany,Bachelors,705,10.4,10,Desktop,187,1,No,No,2,No,176
6387,42,Female,Germany,PhD,92,7.7,10,Mobile,113,4,Yes,No,0,Yes,237
6388,30,Female,Brazil,High School,106,19.9,11,Desktop,25,3,No,Yes,4,Yes,236
6389,55,Male,USA,Bachelors,741,14.4,13,Desktop,186,2,Yes,Yes,0,Yes,233
6390,55,Female,Germany,High School,132,8.1,9,Mobile,51,2,Yes,No,1,No,202
6391,19,Female,Germany,Masters,769,12.7,3,Mobile,173,1,Yes,No,0,No,121
